caption;link;year;km;color;price;price_unit;date;city;district;brand;model
67;LAÇİNLER OTOMOTİV"DEN HATASIZ KUSURSUZ 4X4 BMW;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-lacinler-otomotiv-den-hatasiz-kusursuz-4x4-bmw-872379107/detay;2006;370000;Siyah;199000;TL;2020-10-19;Hatay;Payas;BMW;5 Serisi
68;BMW 5.25xd M SPORT-BAYİ-SUNR­OOF-HAYALET-VAKU­M-NAVİGASYON-F1;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-5.25xd-m-sport-bayi-sunroof-hayalet-vakum-navigasyon-f1-872257083/detay;2013;186232;Beyaz;469500;TL;2020-10-19;Ankara;Çankaya;BMW;5 Serisi
69;2016 BMW 5.20 İ EXECUTİVE HYALET.GEN.EKRAN.VA­KUM+NAVİ..46350.KM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2016-bmw-5.20-i-executive-hyalet.gen.ekran.vakum-plusnavi..46350.km-872236381/detay;2016;46350;Gri;530000;TL;2020-10-19;Kocaeli;Kartepe;BMW;5 Serisi
70;BEŞİRLİ OTOMOTİV 2016 MODEL BMW 5.20 İ EXECUTİVE M SPORT;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-besirli-otomotiv-2016-model-bmw-5.20-i-executive-m-sport-842851174/detay;2016;87000;Siyah;505000;TL;2020-10-18;Trabzon;Ortahisar;BMW;5 Serisi
71;HATASIZ BOYASIZ TRAMERSİZ HARMAN+VAKUM+RECORE­+E.BAGAJ+HAY.B.EKR;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-tramersiz-harman-plusvakum-plusrecore-pluse.bagaj-plushay.b.ekr-862251815/detay;2016;81000;Beyaz;529000;TL;2020-10-17;Antalya;Serik;BMW;5 Serisi
72;GÖKTAŞLAR'DAN 2016 BMW 520d EXECUTİVE NAV. HARMAN. DİSTRONİC;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-goktaslar-dan-2016-bmw-520d-executive-nav-harman-distronic-861081667/detay;2016;37000;Füme;622900;TL;2020-10-15;Ankara;Akyurt;BMW;5 Serisi
73;YAĞIZ MOTORS - 520İ COMFORT 2014 DIŞ M PAKET...;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-yagiz-motors-520i-comfort-2014-dis-m-paket-860859436/detay;2014;134000;Beyaz;349000;TL;2020-10-13;Bartın;Merkez;BMW;5 Serisi
74;BACAR OTOMOTİV'DEN BMW 520İ SPECIAL EDITION;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bacar-otomotiv-den-bmw-520i-special-edition-870598834/detay;2020;0;Gri;889500;TL;2020-10-12;İstanbul;Maltepe;BMW;5 Serisi
75;2020 BMW 5.20İ LUXURY LİNE YENİ+HARMAN+VAKM+NA­VİGASYN+%18KDV+0KM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2020-bmw-5.20i-luxury-line-yeni-plusharman-plusvakm-plusnavigasyn-plus-18kdv-plus0km-870479649/detay;2020;0;Füme;895000;TL;2020-10-12;İstanbul;Eyüpsultan;BMW;5 Serisi
76;SARIGÜL MOTORS 2014 BMW 5.25 XDRİVE PREMİUM 85.000 KM VAKUM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sarigul-motors-2014-bmw-5.25-xdrive-premium-85.000-km-vakum-870493886/detay;2014;85000;Gri;530000;TL;2020-10-12;Edirne;Uzunköprü;BMW;5 Serisi
77;BMW 5.20i SPECİAL EDİTİON M SPORT-BAYİ-BOYASIZ -NAVİGASYON-VAKUM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-5.20i-special-edition-m-sport-bayi-boyasiz-navigasyon-vakum-867957009/detay;2019;8919;Siyah;779500;TL;2020-10-10;Ankara;Çankaya;BMW;5 Serisi
78;ÇINAR AUTO'DAN HATASIZ_GNŞ NBT_VAKUM_HYLT EKR_HRMN KAR_MKM PERDE;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-cinar-auto-dan-hatasiz_gns-nbt_vakum_hylt-ekr_hrmn-kar_mkm-perde-869506184/detay;2014;146000;Beyaz;419000;TL;2020-10-08;Antalya;Alanya;BMW;5 Serisi
79;BABACAN'DAN BOYASIZ HASAR KAYITSIZ SERVİS BAKIMLI HAFIZA GERİ GR;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-babacan-dan-boyasiz-hasar-kayitsiz-servis-bakimli-hafiza-geri-gr-859124995/detay;2015;140000;Siyah;399000;TL;2020-10-08;Gaziantep;Şahinbey;BMW;5 Serisi
80;ÖZGEN GALLER'DEN 5.25 95 BİN PREMİUM HAYALET+VKM+ELK BĞJ BOYASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-ozgen-galler-den-5.25-95-bin-premium-hayalet-plusvkm-pluselk-bgj-boyasiz-869396233/detay;2015;95000;Beyaz;594900;TL;2020-10-08;Gaziantep;Şehitkamil;BMW;5 Serisi
81;''AYDINCAN AUTO'' 2020 BMW 520İ SPECİAL EDİTİON M ADAPTİVE;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-aydincan-auto-2020-bmw-520i-special-edition-m-adaptive-869043666/detay;2020;0;Gri;815000;TL;2020-10-07;Antalya;Muratpaşa;BMW;5 Serisi
82;2020 BMW 5.20İ YENİ KASA+AKILLI ANAHTR+19JA­NT+BERNİNA GRİ+%18KDV;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2020-bmw-5.20i-yeni-kasa-plusakilli-anahtr-plus19jant-plusbernina-gri-plus-18kdv-857533481/detay;2020;0;Gri;920000;TL;2020-10-04;İstanbul;Eyüpsultan;BMW;5 Serisi
